c_Sport,c_Season,c_Event,c_Gender,n_DateSort,c_Person,c_PersonNatio,c_NOC,c_Result,n_ResultSort,c_Class
Swimming,2018,200m Individual Medley,Men,20180915,Ahmed Hamdy Salem,Egypt,Egypt,2:05.53,125530,Elite
Swimming,2018,200m Individual Medley,Men,20180526,Yuuki Maruyama,Japan,Japan,2:05.53,125530,Elite
Swimming,2018,200m Individual Medley,Men,20180421,Sebastian Beck,Germany,Germany,2:05.56,125560,Elite
Swimming,2018,200m Individual Medley,Men,20180325,Dare Rose,United States,United States,2:05.57,125570,Elite
Swimming,2018,200m Individual Medley,Men,20180424,Samuel Wendt,Australia,Australia,2:05.59,125590,Elite
Swimming,2018,200m Individual Medley,Men,20180701,Antonio La Rocca,Italy,Italy,2:05.59,125590,Elite
Swimming,2018,200m Individual Medley,Men,20180704,Julian Layton,New Zealand,New Zealand,2:05.61,125610,Elite
Swimming,2018,200m Individual Medley,Men,20180405,Yuuitirou Nakada,Japan,Japan,2:05.61,125610,Elite
Swimming,2018,200m Individual Medley,Men,20180519,Clayton Forde,United States,United States,2:05.61,125610,Elite
Swimming,2018,200m Individual Medley,Men,20180412,Eimantas Milius,Lithuania,Lithuania,2:05.62,125620,Elite
Swimming,2018,200m Individual Medley,Men,20180408,Javier Nicolas,Spain,Spain,2:05.62,125620,Elite
Swimming,2018,200m Individual Medley,Men,20180623,Ensger Kotterink,Netherlands,Netherlands,2:05.64,125640,Elite
Swimming,2018,200m Individual Medley,Men,20180428,Thomas Paine,Great Britain,Great Britain,2:05.65,125650,Elite
Swimming,2018,200m Individual Medley,Men,20180729,Ross Palazzo,United States,United States,2:05.65,125650,Elite
Swimming,2018,200m Individual Medley,Men,20180405,Mitsuki Adachi,Japan,Japan,2:05.67,125670,Elite
Swimming,2018,200m Individual Medley,Men,20180407,Thomas Tsiopanis,Cyprus,Cyprus,2:05.67,125670,Elite
Swimming,2018,200m Individual Medley,Men,20180418,Vinicius T Assuncao,Brazil,Brazil,2:05.69,125690,Elite
Swimming,2018,200m Individual Medley,Men,20180728,Nathan Hughes,Great Britain,Great Britain,2:05.69,125690,Elite
Swimming,2018,200m Individual Medley,Men,20180601,Yannick Plasil,Germany,Germany,2:05.70,125700,Elite
Swimming,2018,200m Individual Medley,Men,20180426,Thomas Hauck,Australia,Australia,2:05.71,125710,Elite
Swimming,2018,200m Individual Medley,Men,20180825,Tomoya Tadano,Japan,Japan,2:05.71,125710,Elite
Swimming,2018,200m Individual Medley,Men,20180526,Syoichirou Abe,Japan,Japan,2:05.72,125720,Elite
Swimming,2018,200m Individual Medley,Men,20180712,Pavel Janecek,Czech Republic,Czech Republic,2:05.72,125720,Elite
Swimming,2018,200m Individual Medley,Men,20180508,Ilya Borodin,Russia,Russia,2:05.73,125730,Elite
Swimming,2018,200m Individual Medley,Men,20180506,Kalle Pyykkonen,Finland,Finland,2:05.73,125730,Elite
Swimming,2018,200m Individual Medley,Men,20180804,Will Goodwin,United States,United States,2:05.73,125730,Elite
Swimming,2018,200m Individual Medley,Men,20180908,Aleksei Sergeev,Russia,Russia,2:05.73,125730,Elite
Swimming,2018,200m Individual Medley,Men,20180526,Yuuki Ohzono,Japan,Japan,2:05.74,125740,Elite
Swimming,2018,200m Individual Medley,Men,20180720,Philip Kay,Canada,Canada,2:05.75,125750,Elite
Swimming,2018,200m Individual Medley,Men,20180523,Taki M'Rabet,Tunisia,Tunisia,2:05.76,125760,Elite
Swimming,2018,200m Individual Medley,Men,20180601,Peter Varjasi,Germany,Germany,2:05.76,125760,Elite
Swimming,2018,200m Individual Medley,Men,20180303,Ramon Klenz,Germany,Germany,2:05.77,125770,Elite
Swimming,2018,200m Individual Medley,Men,20180329,Zoltán Drigán,Hungary,Hungary,2:05.77,125770,Elite
Swimming,2018,200m Individual Medley,Men,20180526,Takahisa Kodama,Japan,Japan,2:05.78,125780,Elite
Swimming,2018,200m Individual Medley,Men,20180113,Andrew Abruzzo,United States,United States,2:05.79,125790,Elite
Swimming,2018,200m Individual Medley,Men,20180908,Taiga Sugata,Japan,Japan,2:05.80,125800,Elite
Swimming,2018,200m Individual Medley,Men,20180508,Pavel Medvedev,Russia,Russia,2:05.80,125800,Elite
Swimming,2018,200m Individual Medley,Men,20180408,Emil Hassling,Sweden,Sweden,2:05.81,125810,Elite
Swimming,2018,200m Individual Medley,Men,20180302,Michael Ng,Australia,Australia,2:05.82,125820,Elite
Swimming,2018,200m Individual Medley,Men,20180424,Luan Grobbelaar,South Africa,South Africa,2:05.82,125820,Elite
Swimming,2018,200m Individual Medley,Men,20180919,Sajan Prakash,India,India,2:05.83,125830,Elite
Swimming,2018,200m Individual Medley,Men,20180508,Andrei Ezhkov,Russia,Russia,2:05.83,125830,Elite
Swimming,2018,200m Individual Medley,Men,20180413,Isaac Stump,United States,United States,2:05.84,125840,Elite
Swimming,2018,200m Individual Medley,Men,20180303,Colin Eriks,Canada,Canada,2:05.85,125850,Elite
Swimming,2018,200m Individual Medley,Men,20180331,Marek Osina,Czech Republic,Czech Republic,2:05.85,125850,Elite
Swimming,2018,200m Individual Medley,Men,20180804,Jace Brown,United States,United States,2:05.85,125850,Elite
Swimming,2018,200m Individual Medley,Men,20180531,Milan Bukovics,Hungary,Hungary,2:05.86,125860,Elite
Swimming,2018,200m Individual Medley,Men,20180713,Vladislav Grinev,Russia,Russia,2:05.87,125870,Elite
Swimming,2018,200m Individual Medley,Men,20180523,Antoine Marc,France,France,2:05.87,125870,Elite
Swimming,2018,200m Individual Medley,Men,20180712,Haithem Mbarki,Tunisia,Tunisia,2:05.89,125890,Elite
Swimming,2018,200m Individual Medley,Men,20180825,Tomoya Hiruta,Japan,Japan,2:05.89,125890,Elite
Swimming,2018,200m Individual Medley,Men,20180622,Huang Xiaoyang,China,China,2:05.90,125900,Elite
Swimming,2018,200m Individual Medley,Men,20180417,Yasin Wael Elshmaa,Egypt,Egypt,2:05.92,125920,Elite
Swimming,2018,200m Individual Medley,Women,20180809,Yui Ohashi,Japan,Japan,2:08.16,128160,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Kathleen Baker,United States,United States,2:08.32,128320,Elite
Swimming,2018,200m Individual Medley,Women,20180824,Kim Seoyeong,Korea,Korea,2:08.34,128340,Elite
Swimming,2018,200m Individual Medley,Women,20180811,Sydney Pickrem,Canada,Canada,2:09.07,129070,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Melanie Margalis,United States,United States,2:09.43,129430,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Siobhan-Marie O'Connor,England,Great Britain,2:09.80,129800,Elite
Swimming,2018,200m Individual Medley,Women,20180811,Miho Teramura,Japan,Japan,2:09.86,129860,Elite
Swimming,2018,200m Individual Medley,Women,20180811,Ella Eastin,United States,United States,2:09.90,129900,Elite
Swimming,2018,200m Individual Medley,Women,20180616,Katinka Hosszú,Hungary,Hungary,2:10.06,130060,Elite
Swimming,2018,200m Individual Medley,Women,20180808,Ilaria Cusinato,Italy,Italy,2:10.25,130250,Elite
Swimming,2018,200m Individual Medley,Women,20181129,Madisyn Cox,United States,United States,2:10.76,130760,Elite
Swimming,2018,200m Individual Medley,Women,20180808,Maria Ugolkova,Switzerland,Switzerland,2:10.83,130830,Elite
Swimming,2018,200m Individual Medley,Women,20180406,Rika Omoto,Japan,Japan,2:10.98,130980,Elite
Swimming,2018,200m Individual Medley,Women,20180406,Runa Imai,Japan,Japan,2:11.02,131020,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Sarah Darcel,Canada,Canada,2:11.14,131140,Elite
Swimming,2018,200m Individual Medley,Women,20180718,Kelsey Wog,Canada,Canada,2:11.14,131140,Elite
Swimming,2018,200m Individual Medley,Women,20180303,Taylor Ruck,Canada,Canada,2:11.16,131160,Elite
Swimming,2018,200m Individual Medley,Women,20180410,Mireia Belmonte,Spain,Spain,2:11.31,131310,Elite
Swimming,2018,200m Individual Medley,Women,20180824,Zhou Min,China,China,2:11.42,131420,Elite
Swimming,2018,200m Individual Medley,Women,20180526,Kanako Watanabe,Japan,Japan,2:11.49,131490,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Evie Pfeifer,United States,United States,2:11.53,131530,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Meghan Small,United States,United States,2:11.65,131650,Elite
Swimming,2018,200m Individual Medley,Women,20180808,Fantine Lesaffre,France,France,2:11.71,131710,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Erika Seltenreich-Hodgson,Canada,Canada,2:11.74,131740,Elite
Swimming,2018,200m Individual Medley,Women,20180405,Sakiko Shimizu,Japan,Japan,2:11.79,131790,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Alex Walsh,United States,United States,2:11.83,131830,Elite
Swimming,2018,200m Individual Medley,Women,20180629,Yuliya Efimova,Russia,Russia,2:11.89,131890,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Aimee Willmott,England,Great Britain,2:12.07,132070,Elite
Swimming,2018,200m Individual Medley,Women,20180425,Victoria Andreeva,Russia,Russia,2:12.15,132150,Elite
Swimming,2018,200m Individual Medley,Women,20180808,Viktoriya Zeynep Günes,Turkey,Turkey,2:12.17,132170,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Asia Seidt,United States,United States,2:12.30,132300,Elite
Swimming,2018,200m Individual Medley,Women,20180817,Miku Kojima,Japan,Japan,2:12.39,132390,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Hannah Miley,Scotland,Great Britain,2:12.50,132500,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Hali Flickinger,United States,United States,2:12.62,132620,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Bethany Galat,United States,United States,2:12.64,132640,Elite
Swimming,2018,200m Individual Medley,Women,20180525,Cyrielle Duhamel,France,France,2:12.68,132680,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Blair Evans,Australia,Australia,2:12.76,132760,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Brooke Forde,United States,United States,2:12.80,132800,Elite
Swimming,2018,200m Individual Medley,Women,20180329,Dalma Sebestyen,Hungary,Hungary,2:12.84,132840,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Abbie Wood,England,Great Britain,2:12.85,132850,Elite
Swimming,2018,200m Individual Medley,Women,20181007,Anastasya Gorbenko,Israel,Israel,2:12.88,132880,Elite
Swimming,2018,200m Individual Medley,Women,20180413,Yang Chang,China,China,2:12.90,132900,Elite
Swimming,2018,200m Individual Medley,Women,20180519,Kayla Sanchez,Canada,Canada,2:12.94,132940,Elite
Swimming,2018,200m Individual Medley,Women,20180807,Zsuzsanna Jakabos,Hungary,Hungary,2:12.96,132960,Elite
Swimming,2018,200m Individual Medley,Women,20180425,Irina Krivonogova,Russia,Russia,2:13.03,133030,Elite
Swimming,2018,200m Individual Medley,Women,20180120,Femke Heemskerk,Netherlands,Netherlands,2:13.19,133190,Elite
Swimming,2018,200m Individual Medley,Women,20180624,Anna Pirovano,Italy,Italy,2:13.21,133210,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Hiroko Makino,Japan,Japan,2:13.26,133260,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Meg Bailey,Australia,Australia,2:13.28,133280,Elite
Swimming,2018,200m Individual Medley,Women,20180406,Miyu Otsuka,Japan,Japan,2:13.29,133290,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Meaghan Raab,United States,United States,2:13.33,133330,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Emma Barksdale,United States,United States,2:13.35,133350,Elite
Swimming,2018,200m Individual Medley,Women,20180412,Sara Franceschi,Italy,Italy,2:13.36,133360,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Taylor McKeown,Australia,Australia,2:13.55,133550,Elite
Swimming,2018,200m Individual Medley,Women,20180309,Mary-Sophie Harvey,Canada,Canada,2:13.56,133560,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Karin Isizaka,Japan,Japan,2:13.61,133610,Elite
Swimming,2018,200m Individual Medley,Women,20180413,Zhang Sishi,China,China,2:13.78,133780,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Katie Matts,Great Britain,Great Britain,2:13.81,133810,Elite
Swimming,2018,200m Individual Medley,Women,20180329,Evelyn Verrasztó,Hungary,Hungary,2:13.92,133920,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Tessa Wallace,Australia,Australia,2:13.95,133950,Elite
Swimming,2018,200m Individual Medley,Women,20181007,Anja Crevar,Serbia,Serbia,2:13.98,133980,Elite
Swimming,2018,200m Individual Medley,Women,20180526,Anna Sasaki,Japan,Japan,2:14.03,134030,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Lisa Bratton,United States,United States,2:14.07,134070,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Kate Douglass,United States,United States,2:14.08,134080,Elite
Swimming,2018,200m Individual Medley,Women,20180405,Miho Takahashi,Japan,Japan,2:14.10,134100,Elite
Swimming,2018,200m Individual Medley,Women,20180113,Emily Seebohm,Australia,Australia,2:14.17,134170,Elite
Swimming,2018,200m Individual Medley,Women,20180712,Barbora Závadová,Czech Republic,Czech Republic,2:14.19,134190,Elite
Swimming,2018,200m Individual Medley,Women,20180703,Hayley Baker,Australia,Australia,2:14.21,134210,Elite
Swimming,2018,200m Individual Medley,Women,20180712,Simona Baumrtová,Czech Republic,Czech Republic,2:14.23,134230,Elite
Swimming,2018,200m Individual Medley,Women,20180703,Kotuku Ngawati,Australia,Australia,2:14.24,134240,Elite
Swimming,2018,200m Individual Medley,Women,20180412,Carlotta Toni,Italy,Italy,2:14.33,134330,Elite
Swimming,2018,200m Individual Medley,Women,20180409,África Zamorano,Spain,Spain,2:14.33,134330,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Anastasiya Sorokina,Russia,Russia,2:14.38,134380,Elite
Swimming,2018,200m Individual Medley,Women,20180407,Beth Aitchison,Great Britain,Great Britain,2:14.39,134390,Elite
Swimming,2018,200m Individual Medley,Women,20180525,Louise Hansson,Sweden,Sweden,2:14.40,134400,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Alicia Wilson,Great Britain,Great Britain,2:14.42,134420,Elite
Swimming,2018,200m Individual Medley,Women,20180405,Emu Higuchi,Japan,Japan,2:14.47,134470,Elite
Swimming,2018,200m Individual Medley,Women,20180322,Victoria Kaminskaya,Portugal,Portugal,2:14.47,134470,Elite
Swimming,2018,200m Individual Medley,Women,20180409,Catalina Corró,Spain,Spain,2:14.48,134480,Elite
Swimming,2018,200m Individual Medley,Women,20180526,Kana Minoda,Japan,Japan,2:14.48,134480,Elite
Swimming,2018,200m Individual Medley,Women,20180119,Anna Shinno,Japan,Japan,2:14.51,134510,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Yuuna Yoshimura,Japan,Japan,2:14.55,134550,Elite
Swimming,2018,200m Individual Medley,Women,20180415,Marie Pietruschka,Germany,Germany,2:14.58,134580,Elite
Swimming,2018,200m Individual Medley,Women,20180722,Alexandra Wenk,Germany,Germany,2:14.60,134600,Elite
Swimming,2018,200m Individual Medley,Women,20180113,Abbey Harkin,Australia,Australia,2:14.60,134600,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Vanessa Pearl,United States,United States,2:14.71,134710,Elite
Swimming,2018,200m Individual Medley,Women,20180303,Rebecca Smith,Canada,Canada,2:14.73,134730,Elite
Swimming,2018,200m Individual Medley,Women,20180425,Lea Polonsky,Israel,Israel,2:14.76,134760,Elite
Swimming,2018,200m Individual Medley,Women,20180412,Monika Gonzalez Hermosillo Holtz,Mexico,Mexico,2:14.78,134780,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Kim Williams,United States,United States,2:14.81,134810,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Amy Bell,Great Britain,Great Britain,2:14.82,134820,Elite
Swimming,2018,200m Individual Medley,Women,20180826,Karin Takemura,Japan,Japan,2:14.90,134900,Elite
Swimming,2018,200m Individual Medley,Women,20180826,Mei Ishihara,Japan,Japan,2:14.91,134910,Elite
Swimming,2018,200m Individual Medley,Women,20180624,Beatriz Gomez,Spain,Spain,2:14.91,134910,Elite
Swimming,2018,200m Individual Medley,Women,20180112,Rachael Bradford-Feldman,United States,United States,2:14.92,134920,Elite
Swimming,2018,200m Individual Medley,Women,20180623,Brooke Hansen,United States,United States,2:14.96,134960,Elite
Swimming,2018,200m Individual Medley,Women,20180422,Laura Letrari,Italy,Italy,2:14.99,134990,Elite
Swimming,2018,200m Individual Medley,Women,20180804,Claire Tuggle,United States,United States,2:15.02,135020,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Momoe Kouzaki,Japan,Japan,2:15.06,135060,Elite
Swimming,2018,200m Individual Medley,Women,20181013,Yu Yiting,China,China,2:15.10,135100,Elite
Swimming,2018,200m Individual Medley,Women,20181007,Neža Klancar,Slovenia,Slovenia,2:15.12,135120,Elite
Swimming,2018,200m Individual Medley,Women,20180329,Reka Gyorgy,Hungary,Hungary,2:15.16,135160,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Hannah Burns,United States,United States,2:15.18,135180,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Allie Raab,United States,United States,2:15.25,135250,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Ella Nelson,United States,United States,2:15.25,135250,Elite
Swimming,2018,200m Individual Medley,Women,20180602,Mackenzie Padington,Canada,Canada,2:15.25,135250,Elite
Swimming,2018,200m Individual Medley,Women,20181107,Gabrielle Gonçalves Roncatto,Brazil,Brazil,2:15.26,135260,Elite
Swimming,2018,200m Individual Medley,Women,20180812,Costanza Cocconcelli,Italy,Italy,2:15.27,135270,Elite
Swimming,2018,200m Individual Medley,Women,20181107,Virginia Bardach,Argentina,Argentina,2:15.27,135270,Elite
Swimming,2018,200m Individual Medley,Women,20180415,Marjolein Delno,Netherlands,Netherlands,2:15.27,135270,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Kay Sargent,United States,United States,2:15.28,135280,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Beata Nelson,United States,United States,2:15.32,135320,Elite
Swimming,2018,200m Individual Medley,Women,20180412,Roberta Circi,Italy,Italy,2:15.33,135330,Elite
Swimming,2018,200m Individual Medley,Women,20180826,Olivia Carter,United States,United States,2:15.33,135330,Elite
Swimming,2018,200m Individual Medley,Women,20180817,Mina Muroki,Japan,Japan,2:15.36,135360,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Sao Yokota,Japan,Japan,2:15.37,135370,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Laura Stephens,England,Great Britain,2:15.39,135390,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Thi Anh Vien Nguyen,Vietnam,Vietnam,2:15.40,135400,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Yuuki Tanaka,Japan,Japan,2:15.42,135420,Elite
Swimming,2018,200m Individual Medley,Women,20181013,Ye Huiyan,China,China,2:15.42,135420,Elite
Swimming,2018,200m Individual Medley,Women,20180425,Aleksandra Denisenko,Russia,Russia,2:15.44,135440,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Julia Poole,United States,United States,2:15.49,135490,Elite
Swimming,2018,200m Individual Medley,Women,20180614,Georgia Coates,Great Britain,Great Britain,2:15.49,135490,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Zoe Bartel,United States,United States,2:15.49,135490,Elite
Swimming,2018,200m Individual Medley,Women,20180309,Luisa Trombetti,Italy,Italy,2:15.51,135510,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Aisling Scott,Australia,Australia,2:15.51,135510,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Sakura Kurokawa,Japan,Japan,2:15.53,135530,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Allie Szekely,United States,United States,2:15.53,135530,Elite
Swimming,2018,200m Individual Medley,Women,20180425,Michaela Ryan,Australia,Australia,2:15.59,135590,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Kathleen Golding,United States,United States,2:15.61,135610,Elite
Swimming,2018,200m Individual Medley,Women,20180407,Alicja Tchórz,Poland,Poland,2:15.62,135620,Elite
Swimming,2018,200m Individual Medley,Women,20180119,Wang Xinya,China,China,2:15.62,135620,Elite
Swimming,2018,200m Individual Medley,Women,20181007,Kaylee McKeown,Australia,Australia,2:15.65,135650,Elite
Swimming,2018,200m Individual Medley,Women,20180603,Rose Bi,China,China,2:15.67,135670,Elite
Swimming,2018,200m Individual Medley,Women,20180807,Kristýna Horská,Czech Republic,Czech Republic,2:15.69,135690,Elite
Swimming,2018,200m Individual Medley,Women,20180801,Danika Katzer,United States,United States,2:15.69,135690,Elite
Swimming,2018,200m Individual Medley,Women,20181013,Yan Xin,China,China,2:15.73,135730,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Chihiro Yamada,Japan,Japan,2:15.75,135750,Elite
Swimming,2018,200m Individual Medley,Women,20180609,Emma Day,England,Great Britain,2:15.79,135790,Elite
Swimming,2018,200m Individual Medley,Women,20180714,Tatum Wade,United States,United States,2:15.80,135800,Elite
Swimming,2018,200m Individual Medley,Women,20180804,Grace Sheble,United States,United States,2:15.80,135800,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Kristen Romano,United States,United States,2:15.83,135830,Elite
Swimming,2018,200m Individual Medley,Women,20181129,Emily Escobedo,United States,United States,2:15.83,135830,Elite
Swimming,2018,200m Individual Medley,Women,20180715,Charlotte Hook,United States,United States,2:15.85,135850,Elite
Swimming,2018,200m Individual Medley,Women,20180407,Jenna Laukkanen,Finland,Finland,2:15.91,135910,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Kathryn Ackerman,United States,United States,2:15.92,135920,Elite
Swimming,2018,200m Individual Medley,Women,20180413,Zhang Jiaqi,China,China,2:15.95,135950,Elite
Swimming,2018,200m Individual Medley,Women,20180722,Franziska Weidner,Germany,Germany,2:15.95,135950,Elite
Swimming,2018,200m Individual Medley,Women,20181129,Phoebe Bacon,United States,United States,2:15.96,135960,Elite
Swimming,2018,200m Individual Medley,Women,20180418,Virginia Martin,Brazil,Brazil,2:15.96,135960,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Keryn McMaster,Australia,Australia,2:15.97,135970,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Kelly Pash,United States,United States,2:16.01,136010,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Mackenzie Looze,United States,United States,2:16.05,136050,Elite
Swimming,2018,200m Individual Medley,Women,20180624,Riley Scott,United States,United States,2:16.06,136060,Elite
Swimming,2018,200m Individual Medley,Women,20180825,Hana Kurobe,Japan,Japan,2:16.08,136080,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Candice Hall,Great Britain,Great Britain,2:16.10,136100,Elite
Swimming,2018,200m Individual Medley,Women,20180531,Ajna Késely,Hungary,Hungary,2:16.15,136150,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Bailey Nero,United States,United States,2:16.16,136160,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Chisami Terada,Japan,Japan,2:16.18,136180,Elite
Swimming,2018,200m Individual Medley,Women,20180624,Tara Vovk,Slovenia,Slovenia,2:16.24,136240,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Annika Wagner,United States,United States,2:16.24,136240,Elite
Swimming,2018,200m Individual Medley,Women,20180418,Nathalia Almeida,Brazil,Brazil,2:16.25,136250,Elite
Swimming,2018,200m Individual Medley,Women,20180701,Mona McSharry,Ireland,Ireland,2:16.26,136260,Elite
Swimming,2018,200m Individual Medley,Women,20180825,Shiho Matsumoto,Japan,Japan,2:16.26,136260,Elite
Swimming,2018,200m Individual Medley,Women,20180203,Holly Hibbott,England,Great Britain,2:16.30,136300,Elite
Swimming,2018,200m Individual Medley,Women,20180119,Qian Xinan,China,China,2:16.32,136320,Elite
Swimming,2018,200m Individual Medley,Women,20180405,Suzuna Onodera,Japan,Japan,2:16.33,136330,Elite
Swimming,2018,200m Individual Medley,Women,20180520,Kelly Fertel,United States,United States,2:16.34,136340,Elite
Swimming,2018,200m Individual Medley,Women,20180629,Eleni-Anna Koutsouveli,Greece,Greece,2:16.37,136370,Elite
Swimming,2018,200m Individual Medley,Women,20180407,Avery Wiseman,Canada,Canada,2:16.37,136370,Elite
Swimming,2018,200m Individual Medley,Women,20180601,Maya Tobehn,Germany,Germany,2:16.37,136370,Elite
Swimming,2018,200m Individual Medley,Women,20180707,Yara Hierath,Germany,Germany,2:16.39,136390,Elite
Swimming,2018,200m Individual Medley,Women,20180424,Kristina Vershinina,Russia,Russia,2:16.39,136390,Elite
Swimming,2018,200m Individual Medley,Women,20180722,Juliane Reinhold,Germany,Germany,2:16.41,136410,Elite
Swimming,2018,200m Individual Medley,Women,20180720,Bailey Herbert,Canada,Canada,2:16.43,136430,Elite
Swimming,2018,200m Individual Medley,Women,20180707,Nikoletta Pavlopoulou,Greece,Greece,2:16.45,136450,Elite
Swimming,2018,200m Individual Medley,Women,20180412,Esther Gonzalez Medina,Mexico,Mexico,2:16.47,136470,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Tianni Gilmour,Australia,Australia,2:16.48,136480,Elite
Swimming,2018,200m Individual Medley,Women,20180413,Liu Haiyun,China,China,2:16.51,136510,Elite
Swimming,2018,200m Individual Medley,Women,20180707,Reka Nagy,Hungary,Hungary,2:16.55,136550,Elite
Swimming,2018,200m Individual Medley,Women,20180203,Charlotte Bonnet,France,France,2:16.55,136550,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Mariia Astashkina,Russia,Russia,2:16.56,136560,Elite
Swimming,2018,200m Individual Medley,Women,20180525,Katie McLaughlin,United States,United States,2:16.61,136610,Elite
Swimming,2018,200m Individual Medley,Women,20180525,Keaton Blovad,United States,United States,2:16.61,136610,Elite
Swimming,2018,200m Individual Medley,Women,20180407,Camille Dauba,France,France,2:16.67,136670,Elite
Swimming,2018,200m Individual Medley,Women,20180713,Polina Egorova,Russia,Russia,2:16.67,136670,Elite
Swimming,2018,200m Individual Medley,Women,20180424,Anastasia Osipenko,Russia,Russia,2:16.68,136680,Elite
Swimming,2018,200m Individual Medley,Women,20180413,Leah Smith,United States,United States,2:16.68,136680,Elite
Swimming,2018,200m Individual Medley,Women,20181129,Destiny Nelson,United States,United States,2:16.70,136700,Elite
Swimming,2018,200m Individual Medley,Women,20180908,Mao Ichinohe,Japan,Japan,2:16.75,136750,Elite
Swimming,2018,200m Individual Medley,Women,20180418,Maria Pessanha,Brazil,Brazil,2:16.76,136760,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Niamh Kilgallen,Ireland,Ireland,2:16.77,136770,Elite
Swimming,2018,200m Individual Medley,Women,20180310,Isabel Ivey,United States,United States,2:16.77,136770,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Danielle Dellatorre,United States,United States,2:16.79,136790,Elite
Swimming,2018,200m Individual Medley,Women,20180424,Sophie Caldwell,Australia,Australia,2:16.81,136810,Elite
Swimming,2018,200m Individual Medley,Women,20181129,Torri Huske,United States,United States,2:16.83,136830,Elite
Swimming,2018,200m Individual Medley,Women,20180324,Rebecca Meder,South Africa,South Africa,2:16.84,136840,Elite
Swimming,2018,200m Individual Medley,Women,20181129,Emma Weyant,United States,United States,2:16.85,136850,Elite
Swimming,2018,200m Individual Medley,Women,20181013,Du Jiayi,China,China,2:16.86,136860,Elite
Swimming,2018,200m Individual Medley,Women,20181107,Florencia Perotti,Argentina,Argentina,2:16.87,136870,Elite
Swimming,2018,200m Individual Medley,Women,20180729,Miranda Tucker,United States,United States,2:16.89,136890,Elite
Swimming,2018,200m Individual Medley,Women,20180405,Michiru Ohnishi,Japan,Japan,2:16.89,136890,Elite
Swimming,2018,200m Individual Medley,Women,20180708,Diana Dunn,United States,United States,2:16.90,136900,Elite
